year,month,cinema_location,total_sales
2001,11,38500 Robert Meadow,12770
2001,11,4556 Lydia Junctions,16095
2001,11,537 Mejia Wall Suite 409,7375
2001,11,5567 Johnston Lodge Suite 478,1215
2001,11,5686 Jones Lane,8155
2001,11,577 Robinson Villages Apt. 588,8465
2001,11,617 Jones Drive Suite 929,8260
2001,11,6344 Douglas Brooks,750
2001,11,70360 Jill Points,7955
2001,11,7120 Jennifer Station,5015
2001,11,87747 Ross Parks Apt. 527,8240
2001,11,88034 Baker Trafficway,6975
2001,11,96005 Barber Flats Apt. 267,13700
2001,11,9944 April Squares,6205
2002,01,049 William Parkways,3155
2002,01,0794 Miller Place,11290
2002,01,12635 Joseph Street Suite 224,7385
2002,01,1697 Coleman Fork Suite 182,6990
2002,01,22522 Savage Rest Suite 648,9995
2002,01,2562 Don Garden Suite 520,4275
2002,01,30546 Angela Grove,6835
2002,01,334 Simmons Branch Suite 380,28820
2002,01,3419 Griffin Keys,17755
2002,01,360 Jessica Square,13100
2002,01,4556 Lydia Junctions,22355
2002,01,4620 Shannon Dale Suite 351,3235
2002,01,5686 Jones Lane,5415
2002,01,617 Jones Drive Suite 929,8985
2002,01,6344 Douglas Brooks,8565
2002,01,70360 Jill Points,8145
2002,01,73551 West Spur,9055
2002,01,8168 Weaver Plaza Apt. 175,7680
2002,01,8292 Phillips Unions Apt. 404,7530
2002,01,87747 Ross Parks Apt. 527,7905
2002,01,88034 Baker Trafficway,8240
2002,01,8952 Zhang Prairie,5635
2002,01,91617 Cole Underpass,3635
2002,01,91641 John Islands,7430
2002,01,9944 April Squares,9670
2002,02,0083 Jasmine Canyon Suite 151,4495
2002,02,049 William Parkways,13615
2002,02,0794 Miller Place,21885
2002,02,1036 Edwards Flats Suite 078,9480
2002,02,122 Mckee Flat Suite 088,8310
2002,02,12635 Joseph Street Suite 224,8520
2002,02,150 Elizabeth Path Suite 550,11005
2002,02,1697 Coleman Fork Suite 182,28295
2002,02,1921 Gonzalez Trace Apt. 906,7035
2002,02,22522 Savage Rest Suite 648,9840
2002,02,2562 Don Garden Suite 520,3920
2002,02,334 Simmons Branch Suite 380,9715
2002,02,3419 Griffin Keys,14935
2002,02,360 Jessica Square,20080
2002,02,3828 William Turnpike,14745
2002,02,38418 Vincent Passage Suite 503,18725
2002,02,38500 Robert Meadow,14725
2002,02,4556 Lydia Junctions,28475
2002,02,4620 Shannon Dale Suite 351,14320
2002,02,468 Ashley Lock,31750
2002,02,478 Thomas Rest Apt. 466,20055
2002,02,5567 Johnston Lodge Suite 478,3245
2002,02,5686 Jones Lane,10720
2002,02,577 Robinson Villages Apt. 588,23215
2002,02,5869 Willis Summit,715
2002,02,617 Jones Drive Suite 929,7615
2002,02,70360 Jill Points,7085
2002,02,7083 Mahoney Street,19870
2002,02,7120 Jennifer Station,18995
2002,02,73551 West Spur,9185
2002,02,8168 Weaver Plaza Apt. 175,23645
2002,02,821 Ruben Forges,30905
2002,02,834 Christine Orchard Apt. 381,7385
2002,02,87747 Ross Parks Apt. 527,8935
2002,02,88034 Baker Trafficway,7575
2002,02,8952 Zhang Prairie,19095
2002,02,91617 Cole Underpass,25505
2002,02,96005 Barber Flats Apt. 267,18000
2002,02,9944 April Squares,16700
2002,03,0083 Jasmine Canyon Suite 151,12880
2002,03,049 William Parkways,8135
2002,03,0794 Miller Place,9130
2002,03,1036 Edwards Flats Suite 078,6515
2002,03,122 Mckee Flat Suite 088,6510
2002,03,12635 Joseph Street Suite 224,16075
2002,03,150 Elizabeth Path Suite 550,7830
2002,03,1697 Coleman Fork Suite 182,4525
2002,03,1921 Gonzalez Trace Apt. 906,6700
2002,03,2453 Mary Meadow Apt. 952,7365
2002,03,30546 Angela Grove,13210
2002,03,334 Simmons Branch Suite 380,13665
2002,03,3419 Griffin Keys,7930
2002,03,360 Jessica Square,30060
2002,03,3828 William Turnpike,2680
2002,03,38500 Robert Meadow,1810
2002,03,4556 Lydia Junctions,8005
2002,03,468 Ashley Lock,9530
2002,03,478 Thomas Rest Apt. 466,2760
2002,03,537 Mejia Wall Suite 409,23550
2002,03,5567 Johnston Lodge Suite 478,5555
2002,03,5686 Jones Lane,16390
2002,03,577 Robinson Villages Apt. 588,10230
2002,03,5869 Willis Summit,17470
2002,03,617 Jones Drive Suite 929,6910
2002,03,6344 Douglas Brooks,3560
2002,03,7083 Mahoney Street,11035
2002,03,7120 Jennifer Station,9805
2002,03,73551 West Spur,15385
2002,03,8168 Weaver Plaza Apt. 175,9300
2002,03,821 Ruben Forges,18920
2002,03,8292 Phillips Unions Apt. 404,12900
2002,03,87747 Ross Parks Apt. 527,16760
2002,03,88034 Baker Trafficway,1120
2002,03,91617 Cole Underpass,9315
2002,03,96005 Barber Flats Apt. 267,8000
2002,03,9944 April Squares,8660
2002,04,049 William Parkways,7790
2002,04,0794 Miller Place,16305
2002,04,1036 Edwards Flats Suite 078,16885
2002,04,122 Mckee Flat Suite 088,1085
2002,04,12635 Joseph Street Suite 224,19270
2002,04,1697 Coleman Fork Suite 182,1470
2002,04,2453 Mary Meadow Apt. 952,15715
2002,04,264 Marshall Islands,9370
2002,04,30546 Angela Grove,32230
2002,04,334 Simmons Branch Suite 380,18390
2002,04,37403 Leonard Circles Apt. 238,22860
2002,04,38418 Vincent Passage Suite 503,9330
2002,04,4556 Lydia Junctions,7485
2002,04,4620 Shannon Dale Suite 351,5480
2002,04,478 Thomas Rest Apt. 466,8925
2002,04,537 Mejia Wall Suite 409,9395
2002,04,5567 Johnston Lodge Suite 478,8445
2002,04,617 Jones Drive Suite 929,5645
2002,04,6344 Douglas Brooks,5545
2002,04,680 Shawn Valleys,8270
2002,04,70360 Jill Points,340
2002,04,821 Ruben Forges,2875
2002,04,8292 Phillips Unions Apt. 404,6165
2002,04,87747 Ross Parks Apt. 527,13820
2002,04,91641 John Islands,960
2002,04,96005 Barber Flats Apt. 267,10170
2002,05,0083 Jasmine Canyon Suite 151,6770
2002,05,0151 Nicole Road Apt. 213,8065
2002,05,12635 Joseph Street Suite 224,7245
2002,05,1697 Coleman Fork Suite 182,7410
2002,05,1835 Charles Trail,26215
2002,05,22522 Savage Rest Suite 648,31260
2002,05,264 Marshall Islands,8565
2002,05,30546 Angela Grove,7410
2002,05,3419 Griffin Keys,6230
2002,05,360 Jessica Square,8235
2002,05,37403 Leonard Circles Apt. 238,7025
2002,05,3828 William Turnpike,9055
2002,05,4620 Shannon Dale Suite 351,3680
2002,05,537 Mejia Wall Suite 409,9485
2002,05,5567 Johnston Lodge Suite 478,8460
2002,05,577 Robinson Villages Apt. 588,23320
2002,05,617 Jones Drive Suite 929,2465
2002,05,6344 Douglas Brooks,15895
2002,05,70360 Jill Points,15045
2002,05,7083 Mahoney Street,7420
2002,05,821 Ruben Forges,5390
2002,05,8292 Phillips Unions Apt. 404,13295
2002,05,87747 Ross Parks Apt. 527,9200
2002,05,88034 Baker Trafficway,18800
2002,05,91617 Cole Underpass,16265
2002,05,91641 John Islands,16015
2002,05,96005 Barber Flats Apt. 267,16365
2002,05,9944 April Squares,7990
2002,06,0083 Jasmine Canyon Suite 151,6655
2002,06,049 William Parkways,7735
2002,06,150 Elizabeth Path Suite 550,7425
2002,06,22522 Savage Rest Suite 648,1770
2002,06,2562 Don Garden Suite 520,2595
2002,06,30546 Angela Grove,8450
2002,06,3419 Griffin Keys,995
2002,06,360 Jessica Square,7105
2002,06,468 Ashley Lock,7490
2002,06,478 Thomas Rest Apt. 466,4115
2002,06,5869 Willis Summit,8375
2002,06,6344 Douglas Brooks,8220
2002,06,680 Shawn Valleys,16735
2002,06,7083 Mahoney Street,9280
2002,06,7120 Jennifer Station,25615
2002,06,834 Christine Orchard Apt. 381,10105
2002,06,91641 John Islands,8400
2002,07,0083 Jasmine Canyon Suite 151,1615
2002,07,049 William Parkways,8565
2002,07,0794 Miller Place,10085
2002,07,122 Mckee Flat Suite 088,8085
2002,07,12635 Joseph Street Suite 224,8795
2002,07,150 Elizabeth Path Suite 550,8985
2002,07,1697 Coleman Fork Suite 182,9345
2002,07,22522 Savage Rest Suite 648,7735
2002,07,2453 Mary Meadow Apt. 952,7500
2002,07,2562 Don Garden Suite 520,15120
2002,07,264 Marshall Islands,9965
2002,07,334 Simmons Branch Suite 380,9200
2002,07,3419 Griffin Keys,15420
2002,07,360 Jessica Square,4020
2002,07,3828 William Turnpike,10220
2002,07,38418 Vincent Passage Suite 503,7615
2002,07,4556 Lydia Junctions,15315
2002,07,478 Thomas Rest Apt. 466,12060
2002,07,617 Jones Drive Suite 929,9890
2002,07,680 Shawn Valleys,7485
2002,07,834 Christine Orchard Apt. 381,8835
2002,07,88034 Baker Trafficway,7870
2002,07,91641 John Islands,9050
2002,07,9944 April Squares,9135
2002,08,334 Simmons Branch Suite 380,9575
2002,08,360 Jessica Square,870
2002,08,38500 Robert Meadow,7445
2002,08,5686 Jones Lane,2510
2002,08,680 Shawn Valleys,8605
2002,08,7083 Mahoney Street,5925
2002,08,834 Christine Orchard Apt. 381,9485
2002,08,88034 Baker Trafficway,7445
2002,09,122 Mckee Flat Suite 088,9295
2002,09,150 Elizabeth Path Suite 550,15635
2002,09,360 Jessica Square,7640
2002,09,37403 Leonard Circles Apt. 238,8050
2002,09,3828 William Turnpike,8530
2002,09,5686 Jones Lane,6515
2002,09,577 Robinson Villages Apt. 588,8395
2002,09,5869 Willis Summit,8355
2002,09,6344 Douglas Brooks,7820
2002,09,70360 Jill Points,8905
2002,09,7083 Mahoney Street,10635
2002,09,88034 Baker Trafficway,8940
2002,09,96005 Barber Flats Apt. 267,15885
2002,10,122 Mckee Flat Suite 088,7630
2002,10,12635 Joseph Street Suite 224,9130
2002,10,1835 Charles Trail,16180
2002,10,2453 Mary Meadow Apt. 952,6765
2002,10,3828 William Turnpike,3890
2002,10,38500 Robert Meadow,9460
2002,10,4620 Shannon Dale Suite 351,8825
2002,10,5869 Willis Summit,7165
2002,10,617 Jones Drive Suite 929,8435
2002,10,6344 Douglas Brooks,9185
2002,10,70360 Jill Points,9620
2002,10,834 Christine Orchard Apt. 381,9215
2002,11,0794 Miller Place,13035
2002,11,12635 Joseph Street Suite 224,8845
2002,11,1835 Charles Trail,3780
2002,11,2453 Mary Meadow Apt. 952,9510
2002,11,264 Marshall Islands,7505
2002,11,30546 Angela Grove,6260
2002,11,334 Simmons Branch Suite 380,7880
2002,11,37403 Leonard Circles Apt. 238,9425
2002,11,3828 William Turnpike,10385
2002,11,38418 Vincent Passage Suite 503,9555
2002,11,537 Mejia Wall Suite 409,16880
2002,11,5686 Jones Lane,7145
2002,11,577 Robinson Villages Apt. 588,8590
2002,11,5869 Willis Summit,11035
2002,11,617 Jones Drive Suite 929,18430
2002,11,8292 Phillips Unions Apt. 404,7655
2002,11,87747 Ross Parks Apt. 527,7520
2002,11,91617 Cole Underpass,7740
2002,11,96005 Barber Flats Apt. 267,9520
2002,11,9944 April Squares,7140
2002,12,0083 Jasmine Canyon Suite 151,8780
2002,12,049 William Parkways,8375
2002,12,0794 Miller Place,4110
2002,12,122 Mckee Flat Suite 088,1575
2002,12,1835 Charles Trail,4275
2002,12,1921 Gonzalez Trace Apt. 906,7240
2002,12,2453 Mary Meadow Apt. 952,7860
2002,12,30546 Angela Grove,13055
2002,12,334 Simmons Branch Suite 380,5310
2002,12,360 Jessica Square,15505
2002,12,3828 William Turnpike,19415
2002,12,38418 Vincent Passage Suite 503,15495
2002,12,4620 Shannon Dale Suite 351,6935
2002,12,468 Ashley Lock,17860
2002,12,5686 Jones Lane,720
2002,12,577 Robinson Villages Apt. 588,15155
2002,12,5869 Willis Summit,30485
2002,12,7120 Jennifer Station,11860
2002,12,8168 Weaver Plaza Apt. 175,7810
2002,12,8292 Phillips Unions Apt. 404,9165
2002,12,834 Christine Orchard Apt. 381,8680
2002,12,88034 Baker Trafficway,7500
2002,12,8952 Zhang Prairie,19590
2002,12,9944 April Squares,9605
2003,01,049 William Parkways,14825
2003,01,0794 Miller Place,8270
2003,01,122 Mckee Flat Suite 088,34740
2003,01,1921 Gonzalez Trace Apt. 906,8725
2003,01,2562 Don Garden Suite 520,7690
2003,01,30546 Angela Grove,7940
2003,01,334 Simmons Branch Suite 380,4730
2003,01,3419 Griffin Keys,9075
2003,01,360 Jessica Square,8175
2003,01,37403 Leonard Circles Apt. 238,8135
2003,01,4620 Shannon Dale Suite 351,9535
2003,01,5567 Johnston Lodge Suite 478,8195
2003,01,577 Robinson Villages Apt. 588,13170
2003,01,617 Jones Drive Suite 929,9850
2003,01,680 Shawn Valleys,16745
2003,01,70360 Jill Points,8580
2003,01,7083 Mahoney Street,6415
2003,01,7120 Jennifer Station,4630
2003,01,73551 West Spur,17000
2003,01,8168 Weaver Plaza Apt. 175,10150
2003,01,821 Ruben Forges,8660
2003,01,8292 Phillips Unions Apt. 404,16010
2003,01,87747 Ross Parks Apt. 527,7670
2003,01,88034 Baker Trafficway,20375
2003,01,8952 Zhang Prairie,7350
2003,01,91617 Cole Underpass,16835
2003,01,91641 John Islands,9295
2003,01,96005 Barber Flats Apt. 267,8070
2003,01,9944 April Squares,10145
2003,02,0083 Jasmine Canyon Suite 151,8070
2003,02,0151 Nicole Road Apt. 213,9240
2003,02,049 William Parkways,2260
2003,02,122 Mckee Flat Suite 088,6865
2003,02,8168 Weaver Plaza Apt. 175,9355
2003,02,834 Christine Orchard Apt. 381,9270
2003,03,0151 Nicole Road Apt. 213,7055
2003,03,0794 Miller Place,3275
2003,03,150 Elizabeth Path Suite 550,5195
2003,03,2453 Mary Meadow Apt. 952,7590
2003,03,2562 Don Garden Suite 520,17125
2003,03,264 Marshall Islands,10040
2003,03,37403 Leonard Circles Apt. 238,6685
2003,03,3828 William Turnpike,7870
2003,03,38418 Vincent Passage Suite 503,5695
2003,03,4620 Shannon Dale Suite 351,10475
2003,03,468 Ashley Lock,430
2003,03,478 Thomas Rest Apt. 466,465
2003,03,537 Mejia Wall Suite 409,9040
2003,03,5567 Johnston Lodge Suite 478,3405
2003,03,5686 Jones Lane,8085
2003,03,577 Robinson Villages Apt. 588,1025
2003,03,617 Jones Drive Suite 929,11810
2003,03,70360 Jill Points,6365
2003,03,8168 Weaver Plaza Apt. 175,5015
2003,03,821 Ruben Forges,7825
2003,03,834 Christine Orchard Apt. 381,10485
2003,03,88034 Baker Trafficway,9885
2003,03,8952 Zhang Prairie,5255
2003,04,0794 Miller Place,32055
2003,04,1036 Edwards Flats Suite 078,8205
2003,04,150 Elizabeth Path Suite 550,10790
2003,04,1835 Charles Trail,7880
2003,04,22522 Savage Rest Suite 648,8510
2003,04,3419 Griffin Keys,17065
2003,04,37403 Leonard Circles Apt. 238,1195
2003,04,3828 William Turnpike,16945
2003,04,38418 Vincent Passage Suite 503,12380
2003,04,38500 Robert Meadow,8060
2003,04,4556 Lydia Junctions,19350
2003,04,468 Ashley Lock,8380
2003,04,478 Thomas Rest Apt. 466,14705
2003,04,537 Mejia Wall Suite 409,7265
2003,04,5567 Johnston Lodge Suite 478,3705
2003,04,577 Robinson Villages Apt. 588,16155
2003,04,617 Jones Drive Suite 929,5315
2003,04,6344 Douglas Brooks,6615
2003,04,680 Shawn Valleys,5785
2003,04,70360 Jill Points,17605
2003,04,821 Ruben Forges,8255
2003,04,8292 Phillips Unions Apt. 404,8645
2003,04,834 Christine Orchard Apt. 381,7765
2003,04,87747 Ross Parks Apt. 527,12485
2003,04,88034 Baker Trafficway,7905
2003,04,8952 Zhang Prairie,2995
2003,04,91617 Cole Underpass,8275
2003,04,96005 Barber Flats Apt. 267,8840
2003,04,9944 April Squares,17410
2003,05,0151 Nicole Road Apt. 213,5955
2003,05,0794 Miller Place,18225
2003,05,1036 Edwards Flats Suite 078,7600
2003,05,122 Mckee Flat Suite 088,15000
2003,05,150 Elizabeth Path Suite 550,6925
2003,05,2562 Don Garden Suite 520,9710
2003,05,264 Marshall Islands,6670
2003,05,30546 Angela Grove,26770
2003,05,3419 Griffin Keys,12690
2003,05,37403 Leonard Circles Apt. 238,6020
2003,05,3828 William Turnpike,9165
2003,05,38418 Vincent Passage Suite 503,7905
2003,05,38500 Robert Meadow,18645
2003,05,4620 Shannon Dale Suite 351,3650
2003,05,478 Thomas Rest Apt. 466,4790
2003,05,5567 Johnston Lodge Suite 478,6495
2003,05,577 Robinson Villages Apt. 588,18745
2003,05,617 Jones Drive Suite 929,18615
2003,05,680 Shawn Valleys,9405
2003,05,70360 Jill Points,11220
2003,05,7083 Mahoney Street,8185
2003,05,7120 Jennifer Station,8575
2003,05,73551 West Spur,1955
2003,05,8292 Phillips Unions Apt. 404,15165
2003,05,88034 Baker Trafficway,7675
2003,05,91617 Cole Underpass,10205
2003,05,96005 Barber Flats Apt. 267,8690
2003,06,0083 Jasmine Canyon Suite 151,16690
2003,06,0151 Nicole Road Apt. 213,2750
2003,06,049 William Parkways,15705
2003,06,1036 Edwards Flats Suite 078,7160
2003,06,1835 Charles Trail,7860
2003,06,1921 Gonzalez Trace Apt. 906,8495
2003,06,264 Marshall Islands,7155
2003,06,30546 Angela Grove,6775
2003,06,3419 Griffin Keys,11715
2003,06,4556 Lydia Junctions,7805
2003,06,4620 Shannon Dale Suite 351,13640
2003,06,468 Ashley Lock,9110
2003,06,478 Thomas Rest Apt. 466,3090
2003,06,537 Mejia Wall Suite 409,18420
2003,06,5567 Johnston Lodge Suite 478,10585
2003,06,5869 Willis Summit,15350
2003,06,6344 Douglas Brooks,9430
2003,06,70360 Jill Points,6265
2003,06,7120 Jennifer Station,8645
2003,06,73551 West Spur,15400
2003,06,8292 Phillips Unions Apt. 404,14245
2003,06,834 Christine Orchard Apt. 381,16465
2003,06,88034 Baker Trafficway,8415
2003,06,8952 Zhang Prairie,15545
2003,06,91617 Cole Underpass,15565
2003,06,91641 John Islands,7520
2003,06,96005 Barber Flats Apt. 267,4600
2003,06,9944 April Squares,7250
2003,07,049 William Parkways,8460
2003,07,12635 Joseph Street Suite 224,7395
2003,07,22522 Savage Rest Suite 648,15835
2003,07,264 Marshall Islands,9050
2003,07,30546 Angela Grove,24485
2003,07,334 Simmons Branch Suite 380,8565
2003,07,3419 Griffin Keys,7685
2003,07,360 Jessica Square,10810
2003,07,38418 Vincent Passage Suite 503,7090
2003,07,38500 Robert Meadow,8370
2003,07,4556 Lydia Junctions,2530
2003,07,4620 Shannon Dale Suite 351,7480
2003,07,617 Jones Drive Suite 929,7620
2003,07,680 Shawn Valleys,18805
2003,07,8168 Weaver Plaza Apt. 175,9380
2003,07,821 Ruben Forges,8800
2003,07,96005 Barber Flats Apt. 267,5675
2003,08,049 William Parkways,16685
2003,08,0794 Miller Place,8650
2003,08,150 Elizabeth Path Suite 550,12950
2003,08,22522 Savage Rest Suite 648,8690
2003,08,2562 Don Garden Suite 520,7675
2003,08,30546 Angela Grove,14280
2003,08,3419 Griffin Keys,2075
2003,08,360 Jessica Square,2760
2003,08,4556 Lydia Junctions,8655
2003,08,478 Thomas Rest Apt. 466,2550
2003,08,537 Mejia Wall Suite 409,9325
2003,08,5567 Johnston Lodge Suite 478,8625
2003,08,577 Robinson Villages Apt. 588,7650
2003,08,5869 Willis Summit,7010
2003,08,617 Jones Drive Suite 929,7335
2003,08,680 Shawn Valleys,7495
2003,08,70360 Jill Points,7900
2003,08,7120 Jennifer Station,6975
2003,08,8168 Weaver Plaza Apt. 175,2495
2003,08,8292 Phillips Unions Apt. 404,7030
2003,08,834 Christine Orchard Apt. 381,540
2003,08,91641 John Islands,4650
2003,08,96005 Barber Flats Apt. 267,11155
2003,08,9944 April Squares,7780
2003,09,0083 Jasmine Canyon Suite 151,6890
2003,09,0151 Nicole Road Apt. 213,17125
2003,09,049 William Parkways,9640
2003,09,0794 Miller Place,17585
2003,09,122 Mckee Flat Suite 088,8740
2003,09,150 Elizabeth Path Suite 550,13880
2003,09,1697 Coleman Fork Suite 182,8295
2003,09,22522 Savage Rest Suite 648,6660
2003,09,2453 Mary Meadow Apt. 952,8560
2003,09,2562 Don Garden Suite 520,8320
2003,09,264 Marshall Islands,9790
2003,09,30546 Angela Grove,13960
2003,09,334 Simmons Branch Suite 380,16095
2003,09,3419 Griffin Keys,13720
2003,09,360 Jessica Square,3680
2003,09,37403 Leonard Circles Apt. 238,15480
2003,09,3828 William Turnpike,3645
2003,09,38418 Vincent Passage Suite 503,7525
2003,09,38500 Robert Meadow,7180
2003,09,4620 Shannon Dale Suite 351,8925
2003,09,468 Ashley Lock,2050
2003,09,478 Thomas Rest Apt. 466,15610
2003,09,5567 Johnston Lodge Suite 478,11325
2003,09,5869 Willis Summit,9825
2003,09,617 Jones Drive Suite 929,10280
2003,09,6344 Douglas Brooks,25555
2003,09,680 Shawn Valleys,25550
2003,09,70360 Jill Points,930
2003,09,7083 Mahoney Street,8565
2003,09,7120 Jennifer Station,945
2003,09,8168 Weaver Plaza Apt. 175,14060
2003,09,8292 Phillips Unions Apt. 404,18355
2003,09,834 Christine Orchard Apt. 381,7735
2003,09,87747 Ross Parks Apt. 527,11965
2003,09,88034 Baker Trafficway,9255
2003,09,8952 Zhang Prairie,6650
2003,09,91641 John Islands,20080
2003,09,96005 Barber Flats Apt. 267,7160
2003,09,9944 April Squares,6950
2003,10,0151 Nicole Road Apt. 213,9655
2003,10,150 Elizabeth Path Suite 550,10350
2003,10,1697 Coleman Fork Suite 182,9065
2003,10,1835 Charles Trail,9050
2003,10,22522 Savage Rest Suite 648,8105
2003,10,264 Marshall Islands,13870
2003,10,30546 Angela Grove,6415
2003,10,3419 Griffin Keys,32030
2003,10,360 Jessica Square,9780
2003,10,3828 William Turnpike,4060
2003,10,38418 Vincent Passage Suite 503,16935
2003,10,38500 Robert Meadow,7770
2003,10,4556 Lydia Junctions,16890
2003,10,4620 Shannon Dale Suite 351,8925
2003,10,468 Ashley Lock,6750
2003,10,478 Thomas Rest Apt. 466,9345
2003,10,537 Mejia Wall Suite 409,9165
2003,10,5567 Johnston Lodge Suite 478,5005
2003,10,6344 Douglas Brooks,25280
2003,10,680 Shawn Valleys,15715
2003,10,70360 Jill Points,7685
2003,10,7120 Jennifer Station,6760
2003,10,87747 Ross Parks Apt. 527,6625
2003,10,88034 Baker Trafficway,8525
2003,10,91641 John Islands,7925
2003,11,0083 Jasmine Canyon Suite 151,2195
2003,11,049 William Parkways,7935
2003,11,0794 Miller Place,11555
2003,11,122 Mckee Flat Suite 088,3015
2003,11,150 Elizabeth Path Suite 550,8590
2003,11,2562 Don Garden Suite 520,5250
2003,11,3419 Griffin Keys,8355
2003,11,4556 Lydia Junctions,6025
2003,11,4620 Shannon Dale Suite 351,8590
2003,11,5686 Jones Lane,7805
2003,11,577 Robinson Villages Apt. 588,2020
2003,11,821 Ruben Forges,8565
2003,11,834 Christine Orchard Apt. 381,5615
2003,11,87747 Ross Parks Apt. 527,8650
2003,11,91641 John Islands,970
2003,12,0083 Jasmine Canyon Suite 151,6240
2003,12,049 William Parkways,1645
2003,12,0794 Miller Place,31030
2003,12,1036 Edwards Flats Suite 078,6510
2003,12,122 Mckee Flat Suite 088,13110
2003,12,12635 Joseph Street Suite 224,6000
2003,12,1697 Coleman Fork Suite 182,9145
2003,12,1921 Gonzalez Trace Apt. 906,6730
2003,12,2562 Don Garden Suite 520,3045
2003,12,30546 Angela Grove,16880
2003,12,360 Jessica Square,7040
2003,12,37403 Leonard Circles Apt. 238,16050
2003,12,3828 William Turnpike,18255
2003,12,38418 Vincent Passage Suite 503,9060
2003,12,38500 Robert Meadow,10430
2003,12,4556 Lydia Junctions,3720
2003,12,468 Ashley Lock,8695
2003,12,577 Robinson Villages Apt. 588,6375
2003,12,5869 Willis Summit,33010
2003,12,6344 Douglas Brooks,7890
2003,12,680 Shawn Valleys,18720
2003,12,7083 Mahoney Street,8065
2003,12,7120 Jennifer Station,9425
2003,12,834 Christine Orchard Apt. 381,3000
2003,12,87747 Ross Parks Apt. 527,7935
2003,12,88034 Baker Trafficway,9385
2003,12,8952 Zhang Prairie,8345
2003,12,91641 John Islands,26515
2004,02,0794 Miller Place,8000
2004,02,1036 Edwards Flats Suite 078,13905
2004,02,122 Mckee Flat Suite 088,8500
2004,02,12635 Joseph Street Suite 224,8085
2004,02,150 Elizabeth Path Suite 550,2570
2004,02,22522 Savage Rest Suite 648,6500
2004,02,2562 Don Garden Suite 520,7550
2004,02,30546 Angela Grove,24090
2004,02,334 Simmons Branch Suite 380,8445
2004,02,3419 Griffin Keys,7030
2004,02,360 Jessica Square,8145
2004,02,37403 Leonard Circles Apt. 238,7575
2004,02,468 Ashley Lock,9160
2004,02,5686 Jones Lane,2010
2004,02,577 Robinson Villages Apt. 588,8525
2004,02,5869 Willis Summit,1430
2004,02,617 Jones Drive Suite 929,15260
2004,02,6344 Douglas Brooks,11125
2004,02,70360 Jill Points,9595
2004,02,73551 West Spur,11150
2004,02,8168 Weaver Plaza Apt. 175,780
2004,02,821 Ruben Forges,15360
2004,02,8292 Phillips Unions Apt. 404,9335
2004,02,87747 Ross Parks Apt. 527,18965
2004,02,8952 Zhang Prairie,5185
2004,03,0083 Jasmine Canyon Suite 151,7360
2004,03,0794 Miller Place,30140
2004,03,1036 Edwards Flats Suite 078,9065
2004,03,122 Mckee Flat Suite 088,6960
2004,03,150 Elizabeth Path Suite 550,28650
2004,03,1835 Charles Trail,17435
2004,03,22522 Savage Rest Suite 648,15290
2004,03,2453 Mary Meadow Apt. 952,4185
2004,03,264 Marshall Islands,15120
2004,03,334 Simmons Branch Suite 380,6180
2004,03,360 Jessica Square,8065
2004,03,38418 Vincent Passage Suite 503,8560
2004,03,4556 Lydia Junctions,8335
2004,03,4620 Shannon Dale Suite 351,7305
2004,03,537 Mejia Wall Suite 409,7625
2004,03,5686 Jones Lane,6770
2004,03,577 Robinson Villages Apt. 588,9200
2004,03,5869 Willis Summit,13125
2004,03,617 Jones Drive Suite 929,9235
2004,03,6344 Douglas Brooks,10905
2004,03,680 Shawn Valleys,6655
2004,03,7083 Mahoney Street,8555
2004,03,7120 Jennifer Station,25045
2004,03,73551 West Spur,7935
2004,03,8168 Weaver Plaza Apt. 175,5885
2004,03,821 Ruben Forges,15830
2004,03,834 Christine Orchard Apt. 381,18515
2004,03,87747 Ross Parks Apt. 527,7765
2004,03,88034 Baker Trafficway,15760
2004,03,8952 Zhang Prairie,3575
2004,03,91617 Cole Underpass,15870
2004,03,96005 Barber Flats Apt. 267,8160
2004,03,9944 April Squares,8145
2004,04,1036 Edwards Flats Suite 078,7215
2004,04,12635 Joseph Street Suite 224,3785
2004,04,150 Elizabeth Path Suite 550,9070
2004,04,1835 Charles Trail,17350
2004,04,22522 Savage Rest Suite 648,8320
2004,04,2453 Mary Meadow Apt. 952,4205
2004,04,264 Marshall Islands,2235
2004,04,30546 Angela Grove,7710
2004,04,334 Simmons Branch Suite 380,16890
2004,04,360 Jessica Square,1605
2004,04,38500 Robert Meadow,1490
2004,04,468 Ashley Lock,7725
2004,04,5686 Jones Lane,4460
2004,04,577 Robinson Villages Apt. 588,14325
2004,04,5869 Willis Summit,4625
2004,04,6344 Douglas Brooks,13910
2004,04,680 Shawn Valleys,2245
2004,04,73551 West Spur,4370
2004,04,821 Ruben Forges,15460
2004,04,8292 Phillips Unions Apt. 404,5035
2004,04,87747 Ross Parks Apt. 527,7975
2004,04,91617 Cole Underpass,4110
2004,05,0151 Nicole Road Apt. 213,8765
2004,05,049 William Parkways,8950
2004,05,0794 Miller Place,15440
2004,05,1036 Edwards Flats Suite 078,11170
2004,05,12635 Joseph Street Suite 224,3240
2004,05,150 Elizabeth Path Suite 550,6220
2004,05,1697 Coleman Fork Suite 182,6635
2004,05,22522 Savage Rest Suite 648,11595
2004,05,2453 Mary Meadow Apt. 952,17320
2004,05,264 Marshall Islands,28005
